message,label
ALSO TELL HIM I SAID HAPPY BIRTHDAY,ham
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,ham
Yup Ì_ not comin :-(,ham
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,ham
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",ham
\Keep ur problems in ur heart,ham
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham
"Jus chillaxin, what up",ham
Apo all other are mokka players only,ham
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,ham
So that takes away some money worries,ham
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,ham
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",ham
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",spam
See? I thought it all through,ham
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,ham
I had it already..sabarish asked me to go..,ham
Ok lor...,ham
", how's things? Just a quick question.",ham
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam
We'll join the  &lt;#&gt;  bus,ham
Where are you call me.,ham
Reverse is cheating. That is not mathematics.,ham
"Alright if you're sure, let me know when you're leaving",ham
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,ham
Stupid auto correct on my phone,ham
i am going to bed now prin,ham
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",ham
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,ham
Have your lunch and come quickly and open the door:),ham
Are you staying in town ?,ham
Loosu go to hospital. De dont let it careless.,ham
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam
Good morning pookie pie! Lol hope I didn't wake u up,ham
Ard 6 like dat lor.,ham
"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",ham
(You didn't hear it from me),ham
No probably  &lt;#&gt; %.,ham
"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",spam
yes baby! I need to stretch open your pussy!,ham
Dude got a haircut. Now its breezy up there,ham
I donno if they are scorable,ham
I cant pick the phone right now. Pls send a message,ham
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,spam
"Aldrine, rakhesh ex RTM here.pls call.urgent.",ham
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,ham
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,ham
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,ham
Two teams waiting for some players,ham
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,ham
"sry can't talk on phone, with parents",ham
You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,spam
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,ham
One of best dialogue in cute reltnship..!! \Wen i Die,ham
"Sorry, I'll call later",ham
make that 3! 4 fucks sake?! x,ham
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham
Dai  &lt;#&gt;  naal eruku.,ham
Serious? What like proper tongued her,ham
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam
ÌÏ all write or wat..,ham
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,ham
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,ham
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,spam
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),spam
Ugh just got outta class,ham
GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam
I will be gentle princess! We will make sweet gentle love...,ham
Oops my phone died and I didn't even know. Yeah I like it better.,ham
I just saw ron burgundy captaining a party boat so yeah,ham
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,ham
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",ham
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
"Haha yeah, 2 oz is kind of a shitload",ham
ÌÏ thk of wat to eat tonight.,ham
network operator. The service is free. For T & C's visit 80488.biz,spam
I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,ham
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,ham
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham
Remember to ask alex about his pizza,ham
You call times job today ok umma and ask them to speed up,ham
Send me your resume:-),ham
Im good! I have been thinking about you...,ham
How are you holding up?,ham
Ok.ok ok..then..whats ur todays plan,ham
"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",ham
Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,spam
Much better now thanks lol,ham
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
Ok... Sweet dreams...,ham
How? Izzit still raining?,ham
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",spam
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",spam
You'll never believe this but i have actually got off at taunton. Wow,ham
My drive can only be read. I need to write,ham
"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",ham
S...i will take mokka players only:),ham
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",spam
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,ham
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,ham
"Haha figures, well I found the piece and priscilla's bowl",ham
Gud ni8 dear..slp well..take care..swt dreams..Muah..,ham
So when you gonna get rimac access ,ham
Yup i'm free...,ham
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,ham
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",ham
Well boy am I glad G wasted all night at applebees for nothing,ham
Now project pa. After that only i can come.,ham
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",ham
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",ham
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",ham
Yup i've finished c Ì_ there...,ham
Don know:)this week i'm going to tirunelvai da.,ham
"Sorry, I'll call later in meeting",ham
Oh ho. Is this the first time u use these type of words,ham
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",ham
Dude im no longer a pisces. Im an aquarius now.,ham
K I'll take care of it,ham
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,ham
"Oh, then your phone phoned me but it disconnected",ham
Still i have not checked it da. . .,ham
Ok thanx...,ham
Dear are you angry i was busy dear,ham
Ok then i come n pick u at engin?,ham
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",ham
Great. So should i send you my account number.,ham
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",ham
My uncles in Atlanta. Wish you guys a great semester.,ham
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,ham
U still havent got urself a jacket ah?,ham
"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",ham
